T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.638182		0.247273		0.000478
0.640606		0.247273		0.000499
0.643030		0.247273		0.000521
0.645455		0.247273		0.000543
0.647879		0.247273		0.000567
0.650303		0.247273		0.000592
0.652727		0.247273		0.000617
0.655152		0.247273		0.000644
0.657576		0.247273		0.000671
0.660000		0.247273		0.000700
0.662424		0.247273		0.000729
0.664848		0.247273		0.000760
0.667273		0.247273		0.000791
0.669697		0.247273		0.000824
0.672121		0.247273		0.000858
0.674545		0.247273		0.000893
0.676970		0.247273		0.000930
0.679394		0.247273		0.000967
0.681818		0.247273		0.001006
0.684242		0.247273		0.001047
0.686667		0.247273		0.001089
0.689091		0.247273		0.001132
0.691515		0.247273		0.001177
0.693939		0.247273		0.001223
0.696364		0.247273		0.001271
0.698788		0.247273		0.001320
0.701212		0.247273		0.001371
0.703636		0.247273		0.001424
0.706061		0.247273		0.001479
0.708485		0.247273		0.001535
0.710909		0.247273		0.001594
0.713333		0.247273		0.001654
0.715758		0.247273		0.001716
0.718182		0.247273		0.001780
0.720606		0.247273		0.001846
0.723030		0.247273		0.001914
0.725455		0.247273		0.001985
0.727879		0.247273		0.002058
0.730303		0.247273		0.002133
0.732727		0.247273		0.002210
0.735152		0.247273		0.002290
0.737576		0.247273		0.002372
0.740000		0.247273		0.002457
0.742424		0.247273		0.002545
0.744848		0.247273		0.002635
0.747273		0.247273		0.002728
0.749697		0.247273		0.002823
0.752121		0.247273		0.002922
0.754545		0.247273		0.003023
0.756970		0.247273		0.003128
0.759394		0.247273		0.003236
0.761818		0.247273		0.003346
0.764242		0.247273		0.003461
0.766667		0.247273		0.003578
0.769091		0.247273		0.003699
0.771515		0.247273		0.003823
0.773939		0.247273		0.003951
0.776364		0.247273		0.004083
0.778788		0.247273		0.004218
0.781212		0.247273		0.004358
0.783636		0.247273		0.004501
0.786061		0.247273		0.004648
0.788485		0.247273		0.004799
0.790909		0.247273		0.004955
0.793333		0.247273		0.005115
0.795758		0.247273		0.005279
0.798182		0.247273		0.005448
0.800606		0.247273		0.005621
0.803030		0.247273		0.005800
0.805455		0.247273		0.005983
0.807879		0.247273		0.006171
0.810303		0.247273		0.006364
0.812727		0.247273		0.006562
0.815152		0.247273		0.006765
0.817576		0.247273		0.006974
0.820000		0.247273		0.007188
0.580000		0.274747		0.000159
0.582424		0.274747		0.000167
0.584848		0.274747		0.000175
0.587273		0.274747		0.000184
0.589697		0.274747		0.000193
0.592121		0.274747		0.000203
0.594545		0.274747		0.000213
0.596970		0.274747		0.000224
0.599394		0.274747		0.000234
0.601818		0.274747		0.000246
0.604242		0.274747		0.000258
0.606667		0.274747		0.000270
0.609091		0.274747		0.000283
0.611515		0.274747		0.000296
0.613939		0.274747		0.000310
0.616364		0.274747		0.000325
0.618788		0.274747		0.000340
0.621212		0.274747		0.000356
0.623636		0.274747		0.000372
0.626061		0.274747		0.000389
0.628485		0.274747		0.000407
0.630909		0.274747		0.000425
0.633333		0.274747		0.000444
0.635758		0.274747		0.000464
0.638182		0.274747		0.000485
0.640606		0.274747		0.000506
0.643030		0.274747		0.000528
0.645455		0.274747		0.000551
0.647879		0.274747		0.000575
0.650303		0.274747		0.000600
0.652727		0.274747		0.000626
0.655152		0.274747		0.000653
0.657576		0.274747		0.000680
0.660000		0.274747		0.000709
0.662424		0.274747		0.000739
0.664848		0.274747		0.000770
0.667273		0.274747		0.000802
0.669697		0.274747		0.000835
0.672121		0.274747		0.000869
0.674545		0.274747		0.000905
0.676970		0.274747		0.000942
0.679394		0.274747		0.000980
0.681818		0.274747		0.001019
0.684242		0.274747		0.001060
0.686667		0.274747		0.001102
0.689091		0.274747		0.001146
0.691515		0.274747		0.001191
0.693939		0.274747		0.001238
0.696364		0.274747		0.001286
0.698788		0.274747		0.001336
0.701212		0.274747		0.001388
0.703636		0.274747		0.001441
0.706061		0.274747		0.001496
0.708485		0.274747		0.001553
0.710909		0.274747		0.001612
0.713333		0.274747		0.001673
0.715758		0.274747		0.001736
0.718182		0.274747		0.001800
0.720606		0.274747		0.001867
0.723030		0.274747		0.001936
0.725455		0.274747		0.002007
0.727879		0.274747		0.002080
0.730303		0.274747		0.002156
0.732727		0.274747		0.002234
0.735152		0.274747		0.002315
0.737576		0.274747		0.002398
0.740000		0.274747		0.002483
0.742424		0.274747		0.002571
0.744848		0.274747		0.002662
0.747273		0.274747		0.002756
0.749697		0.274747		0.002852
0.752121		0.274747		0.002952
0.754545		0.274747		0.003054
0.756970		0.274747		0.003159
0.759394		0.274747		0.003268
0.761818		0.274747		0.003380
0.764242		0.274747		0.003495
0.766667		0.274747		0.003613
0.769091		0.274747		0.003735
0.771515		0.274747		0.003860
0.773939		0.274747		0.003989
0.776364		0.274747		0.004122
0.778788		0.274747		0.004258
0.781212		0.274747		0.004398
0.783636		0.274747		0.004543
0.786061		0.274747		0.004691
0.788485		0.274747		0.004843
0.790909		0.274747		0.005000
0.793333		0.274747		0.005161
0.795758		0.274747		0.005326
0.798182		0.274747		0.005496
0.800606		0.274747		0.005671
0.803030		0.274747		0.005851
0.805455		0.274747		0.006035
0.807879		0.274747		0.006224
0.810303		0.274747		0.006418
0.812727		0.274747		0.006618
0.815152		0.274747		0.006823
0.817576		0.274747		0.007033
0.820000		0.274747		0.007249
0.580000		0.302222		0.000162
0.582424		0.302222		0.000170
0.584848		0.302222		0.000179
0.587273		0.302222		0.000188
0.589697		0.302222		0.000197
0.592121		0.302222		0.000207
0.594545		0.302222		0.000217
0.596970		0.302222		0.000228
0.599394		0.302222		0.000239
0.601818		0.302222		0.000250
0.604242		0.302222		0.000262
0.606667		0.302222		0.000275
0.609091		0.302222		0.000288
0.611515		0.302222		0.000302
0.613939		0.302222		0.000316
0.616364		0.302222		0.000331
0.618788		0.302222		0.000346
0.621212		0.302222		0.000362
0.623636		0.302222		0.000378
0.626061		0.302222		0.000396
0.628485		0.302222		0.000414
0.630909		0.302222		0.000432
0.633333		0.302222		0.000452
0.635758		0.302222		0.000472
0.638182		0.302222		0.000493
0.640606		0.302222		0.000514
0.643030		0.302222		0.000537
0.645455		0.302222		0.000560
0.647879		0.302222		0.000584
0.650303		0.302222		0.000610
0.652727		0.302222		0.000636
0.655152		0.302222		0.000663
0.657576		0.302222		0.000691
0.660000		0.302222		0.000720
0.662424		0.302222		0.000750
0.664848		0.302222		0.000781
0.667273		0.302222		0.000814
0.669697		0.302222		0.000847
0.672121		0.302222		0.000882
0.674545		0.302222		0.000918
0.676970		0.302222		0.000955
0.679394		0.302222		0.000994
0.681818		0.302222		0.001034
0.684242		0.302222		0.001075
0.686667		0.302222		0.001118
0.689091		0.302222		0.001162
0.691515		0.302222		0.001208
0.693939		0.302222		0.001255
0.696364		0.302222		0.001304
0.698788		0.302222		0.001354
0.701212		0.302222		0.001406
0.703636		0.302222		0.001460
0.706061		0.302222		0.001516
0.708485		0.302222		0.001573
0.710909		0.302222		0.001633
0.713333		0.302222		0.001694
0.715758		0.302222		0.001757
0.718182		0.302222		0.001823
0.720606		0.302222		0.001890
0.723030		0.302222		0.001960
0.725455		0.302222		0.002032
0.727879		0.302222		0.002106
0.730303		0.302222		0.002182
0.732727		0.302222		0.002261
0.735152		0.302222		0.002342
0.737576		0.302222		0.002426
0.740000		0.302222		0.002512
0.742424		0.302222		0.002601
0.744848		0.302222		0.002693
0.747273		0.302222		0.002787
0.749697		0.302222		0.002885
0.752121		0.302222		0.002985
0.754545		0.302222		0.003088
0.756970		0.302222		0.003194
0.759394		0.302222		0.003304
0.761818		0.302222		0.003416
0.764242		0.302222		0.003532
0.766667		0.302222		0.003652
0.769091		0.302222		0.003775
0.771515		0.302222		0.003901
0.773939		0.302222		0.004031
0.776364		0.302222		0.004165
0.778788		0.302222		0.004302
0.781212		0.302222		0.004443
0.783636		0.302222		0.004589
0.786061		0.302222		0.004738
0.788485		0.302222		0.004892
0.790909		0.302222		0.005050
0.793333		0.302222		0.005212
0.795758		0.302222		0.005379
0.798182		0.302222		0.005550
0.800606		0.302222		0.005726
0.803030		0.302222		0.005907
0.805455		0.302222		0.006093
0.807879		0.302222		0.006283
0.810303		0.302222		0.006479
0.812727		0.302222		0.006680
0.815152		0.302222		0.006886
0.817576		0.302222		0.007098
0.820000		0.302222		0.007315
0.580000		0.329697		0.000166
0.582424		0.329697		0.000174
0.584848		0.329697		0.000183
0.587273		0.329697		0.000192
0.589697		0.329697		0.000201
0.592121		0.329697		0.000211
0.594545		0.329697		0.000222
0.596970		0.329697		0.000233
0.599394		0.329697		0.000244
0.601818		0.329697		0.000256
0.604242		0.329697		0.000268
0.606667		0.329697		0.000281
0.609091		0.329697		0.000294
0.611515		0.329697		0.000308
0.613939		0.329697		0.000322
0.616364		0.329697		0.000337
0.618788		0.329697		0.000352
0.621212		0.329697		0.000369
0.623636		0.329697		0.000386
0.626061		0.329697		0.000403
0.628485		0.329697		0.000421
0.630909		0.329697		0.000440
0.633333		0.329697		0.000460
0.635758		0.329697		0.000480
0.638182		0.329697		0.000501
0.640606		0.329697		0.000523
0.643030		0.329697		0.000546
0.645455		0.329697		0.000570
0.647879		0.329697		0.000594
0.650303		0.329697		0.000620
0.652727		0.329697		0.000646
0.655152		0.329697		0.000674
0.657576		0.329697		0.000702
0.660000		0.329697		0.000732
0.662424		0.329697		0.000762
0.664848		0.329697		0.000794
0.667273		0.329697		0.000827
0.669697		0.329697		0.000861
0.672121		0.329697		0.000896
0.674545		0.329697		0.000932
0.676970		0.329697		0.000970
0.679394		0.329697		0.001009
0.681818		0.329697		0.001049
0.684242		0.329697		0.001091
0.686667		0.329697		0.001134
0.689091		0.329697		0.001179
0.691515		0.329697		0.001225
0.693939		0.329697		0.001273
0.696364		0.329697		0.001323
0.698788		0.329697		0.001374
0.701212		0.329697		0.001426
0.703636		0.329697		0.001481
0.706061		0.329697		0.001537
0.708485		0.329697		0.001595
0.710909		0.329697		0.001655
0.713333		0.329697		0.001717
0.715758		0.329697		0.001781
0.718182		0.329697		0.001847
0.720606		0.329697		0.001916
0.723030		0.329697		0.001986
0.725455		0.329697		0.002058
0.727879		0.329697		0.002133
0.730303		0.329697		0.002210
0.732727		0.329697		0.002290
0.735152		0.329697		0.002372
0.737576		0.329697		0.002457
0.740000		0.329697		0.002544
0.742424		0.329697		0.002634
0.744848		0.329697		0.002726
0.747273		0.329697		0.002822
0.749697		0.329697		0.002920
0.752121		0.329697		0.003021
0.754545		0.329697		0.003125
0.756970		0.329697		0.003233
0.759394		0.329697		0.003343
0.761818		0.329697		0.003457
0.764242		0.329697		0.003574
0.766667		0.329697		0.003694
0.769091		0.329697		0.003818
0.771515		0.329697		0.003946
0.773939		0.329697		0.004077
0.776364		0.329697		0.004212
0.778788		0.329697		0.004351
0.781212		0.329697		0.004493
0.783636		0.329697		0.004640
0.786061		0.329697		0.004791
0.788485		0.329697		0.004946
0.790909		0.329697		0.005105
0.793333		0.329697		0.005268
0.795758		0.329697		0.005437
0.798182		0.329697		0.005609
0.800606		0.329697		0.005787
0.803030		0.329697		0.005969
0.805455		0.329697		0.006156
0.807879		0.329697		0.006348
0.810303		0.329697		0.006546
0.812727		0.329697		0.006748
0.815152		0.329697		0.006956
0.817576		0.329697		0.007170
0.820000		0.329697		0.007389
0.580000		0.357172		0.000169
0.582424		0.357172		0.000178
0.584848		0.357172		0.000187
0.587273		0.357172		0.000196
0.589697		0.357172		0.000206
0.592121		0.357172		0.000216
0.594545		0.357172		0.000227
0.596970		0.357172		0.000238
0.599394		0.357172		0.000249
0.601818		0.357172		0.000261
0.604242		0.357172		0.000274
0.606667		0.357172		0.000286
0.609091		0.357172		0.000300
0.611515		0.357172		0.000314
0.613939		0.357172		0.000329
0.616364		0.357172		0.000344
0.618788		0.357172		0.000360
0.621212		0.357172		0.000376
0.623636		0.357172		0.000393
0.626061		0.357172		0.000411
0.628485		0.357172		0.000430
0.630909		0.357172		0.000449
0.633333		0.357172		0.000469
0.635758		0.357172		0.000489
0.638182		0.357172		0.000511
0.640606		0.357172		0.000533
0.643030		0.357172		0.000556
0.645455		0.357172		0.000580
0.647879		0.357172		0.000605
0.650303		0.357172		0.000631
0.652727		0.357172		0.000658
0.655152		0.357172		0.000686
0.657576		0.357172		0.000715
0.660000		0.357172		0.000745
0.662424		0.357172		0.000776
0.664848		0.357172		0.000808
0.667273		0.357172		0.000841
0.669697		0.357172		0.000875
0.672121		0.357172		0.000911
0.674545		0.357172		0.000948
0.676970		0.357172		0.000986
0.679394		0.357172		0.001026
0.681818		0.357172		0.001067
0.684242		0.357172		0.001109
0.686667		0.357172		0.001153
0.689091		0.357172		0.001198
0.691515		0.357172		0.001245
0.693939		0.357172		0.001293
0.696364		0.357172		0.001343
0.698788		0.357172		0.001395
0.701212		0.357172		0.001448
0.703636		0.357172		0.001503
0.706061		0.357172		0.001560
0.708485		0.357172		0.001619
0.710909		0.357172		0.001680
0.713333		0.357172		0.001743
0.715758		0.357172		0.001807
0.718182		0.357172		0.001874
0.720606		0.357172		0.001943
0.723030		0.357172		0.002014
0.725455		0.357172		0.002088
0.727879		0.357172		0.002163
0.730303		0.357172		0.002241
0.732727		0.357172		0.002322
0.735152		0.357172		0.002405
0.737576		0.357172		0.002490
0.740000		0.357172		0.002579
0.742424		0.357172		0.002669
0.744848		0.357172		0.002763
0.747273		0.357172		0.002859
0.749697		0.357172		0.002959
0.752121		0.357172		0.003061
0.754545		0.357172		0.003166
0.756970		0.357172		0.003275
0.759394		0.357172		0.003386
0.761818		0.357172		0.003501
0.764242		0.357172		0.003619
0.766667		0.357172		0.003741
0.769091		0.357172		0.003866
0.771515		0.357172		0.003995
0.773939		0.357172		0.004127
0.776364		0.357172		0.004263
0.778788		0.357172		0.004403
0.781212		0.357172		0.004547
0.783636		0.357172		0.004695
0.786061		0.357172		0.004848
0.788485		0.357172		0.005004
0.790909		0.357172		0.005165
0.793333		0.357172		0.005330
0.795758		0.357172		0.005500
0.798182		0.357172		0.005674
0.800606		0.357172		0.005853
0.803030		0.357172		0.006037
0.805455		0.357172		0.006226
0.807879		0.357172		0.006419
0.810303		0.357172		0.006618
0.812727		0.357172		0.006823
0.815152		0.357172		0.007033
0.817576		0.357172		0.007248
0.820000		0.357172		0.007469
0.580000		0.384646		0.000174
0.582424		0.384646		0.000182
0.584848		0.384646		0.000192
0.587273		0.384646		0.000201
0.589697		0.384646		0.000211
0.592121		0.384646		0.000221
0.594545		0.384646		0.000232
0.596970		0.384646		0.000243
0.599394		0.384646		0.000255
0.601818		0.384646		0.000267
0.604242		0.384646		0.000280
0.606667		0.384646		0.000293
0.609091		0.384646		0.000307
0.611515		0.384646		0.000321
0.613939		0.384646		0.000336
0.616364		0.384646		0.000351
0.618788		0.384646		0.000368
0.621212		0.384646		0.000384
0.623636		0.384646		0.000402
0.626061		0.384646		0.000420
0.628485		0.384646		0.000439
0.630909		0.384646		0.000458
0.633333		0.384646		0.000478
0.635758		0.384646		0.000499
0.638182		0.384646		0.000521
0.640606		0.384646		0.000544
0.643030		0.384646		0.000568
0.645455		0.384646		0.000592
0.647879		0.384646		0.000617
0.650303		0.384646		0.000644
0.652727		0.384646		0.000671
0.655152		0.384646		0.000699
0.657576		0.384646		0.000728
0.660000		0.384646		0.000759
0.662424		0.384646		0.000790
0.664848		0.384646		0.000823
0.667273		0.384646		0.000857
0.669697		0.384646		0.000891
0.672121		0.384646		0.000928
0.674545		0.384646		0.000965
0.676970		0.384646		0.001004
0.679394		0.384646		0.001044
0.681818		0.384646		0.001085
0.684242		0.384646		0.001128
0.686667		0.384646		0.001173
0.689091		0.384646		0.001219
0.691515		0.384646		0.001266
0.693939		0.384646		0.001315
0.696364		0.384646		0.001366
0.698788		0.384646		0.001418
0.701212		0.384646		0.001472
0.703636		0.384646		0.001528
0.706061		0.384646		0.001586
0.708485		0.384646		0.001645
0.710909		0.384646		0.001707
0.713333		0.384646		0.001770
0.715758		0.384646		0.001836
0.718182		0.384646		0.001904
0.720606		0.384646		0.001973
0.723030		0.384646		0.002045
0.725455		0.384646		0.002120
0.727879		0.384646		0.002196
0.730303		0.384646		0.002275
0.732727		0.384646		0.002357
0.735152		0.384646		0.002440
0.737576		0.384646		0.002527
0.740000		0.384646		0.002616
0.742424		0.384646		0.002708
0.744848		0.384646		0.002803
0.747273		0.384646		0.002900
0.749697		0.384646		0.003000
0.752121		0.384646		0.003104
0.754545		0.384646		0.003210
0.756970		0.384646		0.003320
0.759394		0.384646		0.003433
0.761818		0.384646		0.003549
0.764242		0.384646		0.003668
0.766667		0.384646		0.003791
0.769091		0.384646		0.003918
0.771515		0.384646		0.004048
0.773939		0.384646		0.004182
0.776364		0.384646		0.004319
0.778788		0.384646		0.004461
0.781212		0.384646		0.004606
0.783636		0.384646		0.004756
0.786061		0.384646		0.004909
0.788485		0.384646		0.005067
0.790909		0.384646		0.005230
0.793333		0.384646		0.005396
0.795758		0.384646		0.005568
0.798182		0.384646		0.005744
0.800606		0.384646		0.005925
0.803030		0.384646		0.006110
0.805455		0.384646		0.006301
0.807879		0.384646		0.006496
0.810303		0.384646		0.006697
0.812727		0.384646		0.006904
0.815152		0.384646		0.007115
0.817576		0.384646		0.007332
0.820000		0.384646		0.007555
0.580000		0.412121		0.000178
0.582424		0.412121		0.000187
0.584848		0.412121		0.000197
0.587273		0.412121		0.000206
0.589697		0.412121		0.000216
0.592121		0.412121		0.000227
0.594545		0.412121		0.000238
0.596970		0.412121		0.000249
0.599394		0.412121		0.000261
0.601818		0.412121		0.000274
0.604242		0.412121		0.000287
0.606667		0.412121		0.000300
0.609091		0.412121		0.000314
0.611515		0.412121		0.000329
0.613939		0.412121		0.000344
0.616364		0.412121		0.000360
0.618788		0.412121		0.000376
0.621212		0.412121		0.000393
0.623636		0.412121		0.000411
0.626061		0.412121		0.000429
0.628485		0.412121		0.000448
0.630909		0.412121		0.000468
0.633333		0.412121		0.000489
0.635758		0.412121		0.000510
0.638182		0.412121		0.000532
0.640606		0.412121		0.000556
0.643030		0.412121		0.000580
0.645455		0.412121		0.000604
0.647879		0.412121		0.000630
0.650303		0.412121		0.000657
0.652727		0.412121		0.000685
0.655152		0.412121		0.000713
0.657576		0.412121		0.000743
0.660000		0.412121		0.000774
0.662424		0.412121		0.000806
0.664848		0.412121		0.000839
0.667273		0.412121		0.000873
0.669697		0.412121		0.000909
0.672121		0.412121		0.000945
0.674545		0.412121		0.000983
0.676970		0.412121		0.001023
0.679394		0.412121		0.001063
0.681818		0.412121		0.001106
0.684242		0.412121		0.001149
0.686667		0.412121		0.001194
0.689091		0.412121		0.001241
0.691515		0.412121		0.001289
0.693939		0.412121		0.001339
0.696364		0.412121		0.001390
0.698788		0.412121		0.001443
0.701212		0.412121		0.001498
